user_id,song_id,genre,language,type,weather,timeOfDay,timestamp
690f61b5822864ba799ef31d,68df798676970824ed113fc1,Pop,Mandarin,Normal,,,2025-11-08T15:32:23.469Z
690f61b5822864ba799ef31d,68df962deee6f3e299741e09,Pop,English,Normal,,,2025-11-08T15:32:53.485Z
690f61b5822864ba799ef31d,68df706aa3bd292ad27fbc12,Jazz,Mandarin,Normal,,,2025-11-08T15:33:49.845Z
690f61b5822864ba799ef31d,68df706aa3bd292ad27fbc12,Jazz,Mandarin,Normal,,,2025-11-08T15:37:20.577Z
690f61b5822864ba799ef31d,68df798676970824ed113fc1,Pop,Mandarin,Normal,,,2025-11-08T15:37:35.646Z
690f61b5822864ba799ef31d,68df798676970824ed113fc1,Pop,Mandarin,Normal,Clouds,day,2025-12-14T06:22:19.224Z
690f61b5822864ba799ef31d,68b546380d3e2ed9d34d0660,Ballad,Mandarin,Normal,Clouds,day,2025-12-14T06:22:23.705Z
690f61b5822864ba799ef31d,68df7d92ef4a82e60a0537d5,Ballad,Mandarin,Normal,Clouds,day,2025-12-14T06:22:33.419Z
690f61b5822864ba799ef31d,68df798676970824ed113fc1,Pop,Mandarin,Normal,Clouds,day,2025-12-14T06:22:39.766Z
690f61b5822864ba799ef31d,6826ece55e56db0c7cdc2a76,Ballad,Japanese,Normal,Clouds,day,2025-12-14T06:22:59.018Z
690f61b5822864ba799ef31d,68df798676970824ed113fc1,Pop,Mandarin,Normal,Clouds,day,2025-12-14T06:23:24.236Z
690f61b5822864ba799ef31d,68b546380d3e2ed9d34d0660,Ballad,Mandarin,Normal,Clouds,day,2025-12-14T06:23:31.340Z
690f61b5822864ba799ef31d,6826ece55e56db0c7cdc2a76,Ballad,Japanese,Normal,Clouds,day,2025-12-14T06:23:38.905Z
690f61b5822864ba799ef31d,68b546380d3e2ed9d34d0660,Ballad,Mandarin,Normal,Clouds,day,2025-12-14T06:23:51.415Z
690f61b5822864ba799ef31d,68df798676970824ed113fc1,Pop,Mandarin,Normal,Clouds,day,2025-12-14T06:24:02.317Z
690f61b5822864ba799ef31d,6826d6abc88f88d696315f8d,Pop,Japanese,Instrumental,Clouds,night,2026-02-08T14:02:52.113Z
690f61b5822864ba799ef31d,6975ce47c7dbb93118a8bde0,Pop,Japanese,Normal,Clouds,night,2026-02-08T14:04:45.537Z
690f61b5822864ba799ef31d,6975da3ec7dbb93118a8be42,Rock,Japanese,Normal,Clouds,night,2026-02-08T14:04:54.424Z
690f61b5822864ba799ef31d,6975cf28c7dbb93118a8bdee,Pop,Japanese,Normal,Clouds,night,2026-02-08T14:05:03.992Z
690f61b5822864ba799ef31d,69763e5d4b6a5d3d6c757469,Pop,Japanese,Instrumental,Clouds,night,2026-02-08T14:05:08.993Z
690f61b5822864ba799ef31d,69763fe64b6a5d3d6c75749d,Pop,Japanese,Instrumental,Clouds,night,2026-02-08T14:05:13.325Z
690f61b5822864ba799ef31d,6975cdd1c7dbb93118a8bdc6,Pop,Japanese,Normal,Clouds,night,2026-02-08T14:05:22.516Z
690f61b5822864ba799ef31d,6975d9f7c7dbb93118a8be26,Pop,Japanese,Normal,Clouds,night,2026-02-08T14:05:27.947Z
690f61b5822864ba799ef31d,69763e5d4b6a5d3d6c757469,Pop,Japanese,Instrumental,Clouds,night,2026-02-08T14:05:32.437Z
